HIP,n_HD,HD,DM,GC,HR,RAJ2000,DEJ2000,Vmag_viz,Fl,Bayer,Cst,SimbadName,RAhms,DEdms,Vmag_hip,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA_icrs,_DE_icrs,distance,x,y,z
3231, ,3817,BD+38    90 ,812.0,175.0,10.28,39.45866666666666,5.3,32.0, ,And,HD   3817,00 41 07.20,+39 27 31.2,5.3,10.27998074,39.45867141,9.47,-14.37,-3.02,0.81,0.891, ,10.2799355,39.45866407,105.59662090813093,80.22062314344615,14.549632773675496,-67.1089126408996
3245,X,3919,CD-46   180 ,823.0,180.0,10.331583333333333,-46.085,4.59,,mu.,Phe,HD   3919,00 41 19.58,-46 05 06.0,4.59,10.33156671,-46.08500934,13.19,-28.92,1.04,0.67,0.953, ,10.33146537,-46.08500681,75.8150113722517,51.73197843184925,9.430754949800814,54.61482599055084
3277, ,3980,CP-57   143 ,830.0,183.0,10.442916666666664,-56.50144444444444,5.72,,ksi,Phe,HD   3980,00 41 46.30,-56 30 05.2,5.72,10.44292464,-56.50145475,15.29,90.15,57.28,0.58,0.131, ,10.44332165,-56.50131553,65.40222367560497,35.498627548759686,6.542706588718842,54.53889707687752
3300, ,3901,BD+49   164 ,828.0,179.0,10.516166666666663,50.51252777777777,4.8,19.0,ksi,Cas,HD   3901,00 42 03.88,+50 30 45.1,4.8,10.51618425,50.51254151,2.94,12.32,-6.48,0.73,-0.105, ,10.51623134,50.51252576,340.13605442176873,212.6627218284869,39.47677546359858,-262.504640837271
3330, ,4089,CP-66    47 ,851.0,187.0,10.617916666666666,-65.46813888888887,5.38,,rho,Tuc,HD   4089,00 42 28.30,-65 28 05.3,5.38,10.61790472,-65.46813002,24.59,54.11,41.12,0.51,0.515, ,10.61822148,-65.46803008,40.6669377795852,16.59577301697199,3.111186149550008,36.99595473941234
3356, ,4065,CD-39   175 ,849.0,185.0,10.678708333333333,-38.463472222222215,6.05,,lam01,Scl,HD   4065,00 42 42.89,-38 27 48.5,6.05,10.67870812,-38.46346745,7.55,2.49,-6.25,1.22,-0.024, ,10.67871585,-38.46348264,132.45033112582783,101.91318877561876,19.217475619050486,82.38616874061888
3405, ,4150,CP-58    42 ,866.0,191.0,10.838499999999998,-57.463111111111104,4.36,,eta,Phe,HD   4150,00 43 21.24,-57 27 47.2,4.36,10.83851683,-57.46309763,13.57,-5.16,15.5,0.57,0.024, ,10.83849351,-57.46305996,73.69196757553426,38.927633811211045,7.452956126171683,62.12566986355328
3414, ,4058,BD+46   146 ,856.0,184.0,10.867041666666664,47.02463888888888,4.95,20.0,pi.,Cas,HD   4058,00 43 28.09,+47 01 28.7,4.95,10.8670447,47.02463657,18.71,-24.52,-37.16,0.73,0.17, ,10.86695727,47.02454625,53.44735435595938,35.78083262905454,6.868959169210101,-39.10459185255359
3419,M,4128,BD-18   115 ,865.0,188.0,10.896791666666664,-17.986694444444442,2.04,16.0,bet,Cet,HD   4128,00 43 35.23,-17 59 12.1,2.04,10.89678452,-17.9866841,34.04,232.79,32.71,0.82,1.019, ,10.8973794,-17.9866046,29.37720329024677,27.437683429161446,5.282071664095124,9.071566575458084
3455, ,4188,BD-11   128 ,875.0,194.0,11.047541666666666,-10.609277777777775,4.77,17.0,phi01,Cet,HD   4188,00 44 11.41,-10 36 33.4,4.77,11.04752272,-10.60927365,15.54,-6.96,-113.88,0.82,0.998, ,11.04750551,-10.60955044,64.35006435006434,62.07791859916268,12.120189558029528,11.847523341635014
3456, ,4211,CD-39   181 ,879.0,195.0,11.049666666666663,-38.421972222222216,5.9,,lam02,Scl,HD   4211,00 44 11.92,-38 25 19.1,5.9,11.04964742,-38.42197898,8.76,247.02,120.68,0.72,1.144, ,11.05041376,-38.42168566,114.15525114155251,87.77751649309026,17.141198732795917,70.94158348598508
3478, ,4142,BD+47   181 ,874.0,189.0,11.109291666666666,47.863972222222216,5.66,68.0, ,Cas,HD   4142,00 44 26.23,+47 51 50.3,5.66,11.10927611,47.863963,4.29,-39.77,8.54,0.7,-0.113, ,11.10913203,47.86398376,233.10023310023308,153.45488738162996,30.132496463399264,-172.85644005057347
3504, ,4180,BD+47   183 ,882.0,193.0,11.18125,48.28438888888888,4.48,22.0,omi,Cas,HD   4180,00 44 43.50,+48 17 03.8,4.48,11.18125882,48.28438262,3.6,17.79,-7.62,0.82,-0.069, ,11.1813238,48.2843641,277.77777777777777,181.3341506521818,35.843464687727405,-207.34913955353653
3559, ,4307,BD-13   128 ,907.0,203.0,11.369625,-12.880305555555552,6.15,18.0, ,Cet,HD   4307,00 45 28.71,-12 52 49.1,6.15,11.36961318,-12.88030968,31.39,-32.25,-205.68,1.03,0.603, ,11.36953277,-12.8808096,31.857279388340235,30.446240352362132,6.122243591786733,7.101466879158825
3572,M,4161,BD+74    27 ,891.0,192.0,11.412958333333332,74.98813888888888,5.64,21.0,YZ,Cas,HD   4161,00 45 39.11,+74 59 17.3,5.64,11.4129637,74.9881262,11.24,-14.93,-21.86,0.55,0.078, ,11.4128236,74.98807307,88.96797153024912,22.588725531994186,4.560002758346471,-85.93169270933352
3632, ,4408,BD+14   111 ,928.0,211.0,11.637416666666663,15.475611111111109,5.36,57.0, ,Psc,HD   4408,00 46 32.98,+15 28 32.2,5.36,11.63740001,15.47561194,5.55,-29.45,-44.22,0.82,1.559,P,11.63732574,15.47550446,180.18018018018017,170.07804216660853,35.027772168215414,-48.07714716439737
3675, ,4482,BD+11    96 ,935.0,213.0,11.755958333333332,11.973944444444443,5.51,58.0, ,Psc,HD   4482,00 47 01.43,+11 58 26.2,5.51,11.75594336,11.97393464,12.45,53.83,-35.12,0.81,0.987, ,11.75607711,11.97384928,80.32128514056225,76.92552023842025,16.00887717996653,-16.66400414416205
3685, ,4490,BD+18   101 ,938.0,214.0,11.806499999999998,19.57869444444444,6.11,59.0, ,Psc,HD   4490,00 47 13.56,+19 34 43.3,6.11,11.80650093,19.57868622,9.35,107.75,6.66,0.85,0.27,P,11.80677889,19.57870241,106.95187165775403,98.63630946497807,20.6178772207369,-35.83970486954911
3693, ,4502,BD+23   106 ,940.0,215.0,11.834958333333333,24.267388888888885,4.08,34.0,zet,And,HD   4502,00 47 20.39,+24 16 02.6,4.08,11.83495908,24.26737703,17.98,-101.23,-81.89,0.83,1.1,P,11.83468919,24.26717799,55.61735261401557,49.62503679534962,10.398813927358887,-22.858484283873857
3697, ,4526,BD+05   104 ,941.0,216.0,11.848416666666663,6.740972222222221,5.98,60.0, ,Psc,HD   4526,00 47 23.62,+06 44 27.5,5.98,11.84843074,6.74098135,7.16,14.42,-10.26,0.94,0.941, ,11.84846603,6.74095641,139.66480446927372,135.74420192784666,28.47817667805495,-16.393983759475212
3721, ,4382,BD+74    29 ,934.0,208.0,11.94175,74.84758333333332,5.42,23.0, ,Cas,HD   4382,00 47 46.02,+74 50 51.3,5.42,11.94174879,74.84758739,4.06,15.03,-5.94,0.55,-0.066, ,11.94188855,74.84757295,246.30541871921187,62.98788839010476,13.321573307195614,-237.74234139341482
3730, ,4568,BD+20   105 ,951.0,217.0,11.978041666666664,20.925305555555557,6.51,61.0, ,Psc,HD   4568,00 47 54.73,+20 55 31.1,6.51,11.97803517,20.92531069,17.41,160.09,14.46,0.87,0.521, ,11.97845175,20.92534584,57.43825387708213,52.481908048445895,11.134353464758837,-20.51410512219391
3760, ,4627,BD+06   105 ,958.0,221.0,12.07225,7.2999166666666655,5.92,62.0, ,Psc,HD   4627,00 48 17.34,+07 17 59.7,5.92,12.07226858,7.29991977,4.93,111.61,3.41,0.82,1.104, ,12.07254207,7.29992806,202.8397565922921,196.74615151572078,42.079061213331855,-25.773461652987443
3781, ,4815,CP-75    64 ,983.0,236.0,12.146333333333333,-74.9233611111111,5.09,,lam,Hyi,HD   4815,00 48 35.12,-74 55 24.1,5.09,12.14632729,-74.92335356,15.94,133.21,-34.59,0.48,1.345, ,12.14757205,-74.92343763,62.73525721455458,15.952813081911673,3.4334825822490913,60.57583222628726
3786, ,4656,BD+06   107 ,963.0,224.0,12.170416666666664,7.5851944444444435,4.44,63.0,del,Psc,HD   4656,00 48 40.90,+07 35 06.7,4.44,12.17039736,7.58520186,10.69,83.14,-50.48,0.78,1.5, ,12.17060122,7.58507917,93.54536950420955,90.6427711898418,19.548677247651003,-12.348012170882203
3801, ,4636,BD+50   147 ,961.0,223.0,12.208291666666666,50.96819444444444,4.9,25.0,nu.,Cas,HD   4636,00 48 49.99,+50 58 05.5,4.9,12.20830552,50.96819154,8.37,30.28,-9.82,0.76,-0.091, ,12.20842239,50.96816767,119.47431302270013,73.5376406546434,15.910540650658781,-92.80722803423453
3810, ,4676,BD+16    76 ,968.0,225.0,12.244624999999996,16.941138888888887,5.07,64.0, ,Psc,HD   4676,00 48 58.71,+16 56 28.1,5.07,12.2446238,16.9411337,41.8,-2.33,-201.57,0.75,0.502, ,12.24461788,16.94064377,23.923444976076556,22.364660739285846,4.853646923268129,-6.971031565289224
3821,M,4614,BD+57   150 ,962.0,219.0,12.271249999999998,57.816555555555546,3.46,24.0,eta,Cas,HD   4614,00 49 05.10,+57 48 59.6,3.46,12.27125262,57.8165477,167.99,1087.11,-559.65,0.62,0.587, ,12.27621323,57.81518734,5.952735281862015,3.098174662038422,0.6738829834087786,-5.038080271700724
3881, ,4727,BD+40   171 ,989.0,226.0,12.453458333333332,41.07894444444444,4.53,35.0,nu.,And,HD   4727,00 49 48.83,+41 04 44.2,4.53,12.45345723,41.07895474,4.8,22.68,-18.05,0.75,-0.136, ,12.45353036,41.07891087,208.33333333333334,153.3477125885881,33.86570555409078,-136.89547402653304
3885,M,4757,BD+26   131B,992.0,230.0,12.471291666666666,27.71030555555555,5.55,65.0,i,Psc,HD   4757,00 49 53.11,+27 42 37.1,5.55,12.47128657,27.71031105,9.4,86.54,-10.2,0.88,0.398, ,12.47152416,27.71028626,106.38297872340425,91.95962999384928,20.338623078599596,-49.46822237280488
3909, ,4813,BD-11   153 ,1003.0,235.0,12.532166666666663,-10.643777777777776,5.17,19.0,phi02,Cet,HD   4813,00 50 07.72,-10 38 37.6,5.17,12.53218487,-10.64377045,64.69,-224.67,-228.44,1.03,0.514, ,12.53162924,-10.64432569,15.45833977430824,14.830403220013391,3.2965575371586597,2.8551912920116194
3949, ,4919,CD-51   209 ,1019.0,242.0,12.671374999999998,-50.98691666666666,5.24,,rho,Phe,HD   4919,00 50 41.13,-50 59 12.9,5.24,12.67136689,-50.98692422,13.06,62.99,44.67,0.59,0.356,P,12.6716101,-50.98681565,76.5696784073507,47.02648902107062,10.573192116206664,59.49481145637842
4084, ,5190,CP-70    37 ,1056.0,252.0,13.102124999999996,-69.50358333333332,6.67,,lam01,Tuc,HD   5190,00 52 24.51,-69 30 12.9,6.67,13.1021386,-69.50359643,16.33,3.81,-68.87,1.59,0.518, ,13.10216505,-69.50376382,61.23698714023271,20.883868508174896,4.860644932812484,57.36032392676503
4147, ,5112,BD-01   114 ,1055.0,248.0,13.252041666666663,-1.144222222222222,4.78,20.0, ,Cet,HD   5112,00 53 00.49,-01 08 39.2,4.78,13.25204382,-1.1442206,6.28,6.49,-16.29,0.85,1.55, ,13.2520596,-1.14426019,159.23566878980893,154.96449008352647,36.4951219567144,3.17979581968784
4257, ,5268,BD-09   181 ,1082.0,255.0,13.573249999999998,-8.740555555555554,6.15,21.0, ,Cet,HD   5268,00 54 17.58,-08 44 26.0,6.15,13.573262,-8.74054656,8.6,16.98,-47.34,0.79,0.911, ,13.57330376,-8.74066162,116.27906976744185,111.71879121771337,26.97241477496759,17.669821618841837
4267, ,5267,BD+18   122 ,1084.0,254.0,13.646749999999995,19.188444444444443,5.8,66.0, ,Psc,HD   5267,00 54 35.22,+19 11 18.4,5.8,13.64674999,19.18843611,8.88,11.05,-7.69,1.01,-0.016, ,13.64677843,19.18841742,112.61261261261261,103.35359702586591,25.093150416451618,-37.01308286850218
4288, ,5286,BD+22   146 ,1091.0,258.0,13.741749999999998,23.62844444444444,5.46,36.0, ,And,HD   5286,00 54 58.02,+23 37 42.4,5.46,13.74174956,23.62844595,25.69,137.06,-45.58,1.29,1.012, ,13.74211318,23.62833516,38.92565200467108,34.64148888643676,8.471431902464696,-15.601553552179832
4292, ,5234,BD+58   134 ,1086.0,253.0,13.750791666666665,58.972805555555546,4.83,26.0,ups01,Cas,HD   5234,00 55 00.19,+58 58 22.1,4.83,13.75080422,58.97279657,8.02,-32.24,-40.69,0.65,1.216, ,13.75065219,58.97269767,124.68827930174565,62.42787791323333,15.276918769253077,-106.8482232299546
4293,X,5457,CP-70    40 ,1102.0,270.0,13.75125,-69.52697222222221,5.45,,lam02,Tuc,HD   5457,00 55 00.30,-69 31 37.1,5.45,13.75124739,-69.52697888,15.52,7.92,-43.35,0.52,1.095, ,13.75130243,-69.52708424,64.43298969072166,21.89052869447479,5.357084469001439,60.363205348564804
4366, ,5382,BD+26   151 ,1105.0,262.0,13.993833333333331,27.209361111111107,6.08,67.0,k,Psc,HD   5382,00 55 58.52,+27 12 33.7,6.08,13.99384283,27.20935396,11.94,-19.87,11.09,0.74,0.133, ,13.99378853,27.20938091,83.75209380234506,72.27366687575643,18.011586966050803,-38.295078372728035
4371, ,5437,BD-12   162 ,1111.0,267.0,14.006291666666664,-11.2665,5.35,22.0,phi03,Cet,HD   5437,00 56 01.51,-11 15 59.4,5.35,14.00627513,-11.26650685,6.24,-26.79,-8.01,0.8,1.505, ,14.00620874,-11.26652632,160.25641025641025,152.4953772538672,38.03915488228049,31.30973714858482
4422, ,5395,BD+58   138 ,1115.0,265.0,14.16670833333333,59.181166666666655,4.62,28.0,ups02,Cas,HD   5395,00 56 40.01,+59 10 52.2,4.62,14.16671042,59.18116582,15.84,-92.56,-45.33,0.58,0.957, ,14.1662713,59.18105564,63.131313131313135,31.36011392741007,7.915943125316189,-54.21663763625084
4427, ,5394,BD+59   144 ,1117.0,264.0,14.177083333333332,60.71674999999999,2.15,27.0,gam,Cas,HD   5394,00 56 42.50,+60 43 00.3,2.15,14.17708808,60.71674966,5.32,25.65,-3.82,0.56,-0.046,P,14.17721554,60.71674038,187.9699248120301,89.14103793430496,22.518217381314404,-163.9496809262004
4436, ,5448,BD+37   175 ,1122.0,269.0,14.187916666666665,38.49925,3.86,37.0,mu.,And,HD   5448,00 56 45.10,+38 29 57.3,3.86,14.18790699,38.49925513,23.93,152.78,36.82,1.22,0.13, ,14.18838148,38.49934462,41.78854993731718,31.706820266603977,8.01594441064903,-26.01355588246842
4463, ,5516,BD+22   153 ,1136.0,271.0,14.301791666666665,23.41775,4.4,38.0,eta,And,HD   5516,00 57 12.43,+23 25 03.9,4.4,14.30178237,23.41775997,13.44,-43.72,-46.06,0.75,0.94, ,14.30166657,23.41764802,74.40476190476191,66.16014259722316,16.866212179797664,-29.570847338645095
4510, ,5575,BD+28   157 ,1148.0,274.0,14.458958333333332,28.992222222222217,5.44,68.0,h,Psc,HD   5575,00 57 50.15,+28 59 32.0,5.44,14.4589515,28.9922356,4.63,5.28,-7.77,0.74,1.076, ,14.45896617,28.99221671,215.98272138228944,182.9333415305347,47.170003186849286,-104.68485703063764
4577, ,5737,CD-30   297 ,1172.0,280.0,14.65145833333333,-29.357472222222217,4.3,,alf,Scl,HD   5737,00 58 36.35,-29 21 26.9,4.3,14.65144118,-29.35746436,4.85,22.44,6.3,0.84,-0.154, ,14.65150376,-29.35744905,206.1855670103093,173.86315766332743,45.45474372022034,101.08390932304111
4587,M,5722,BD-12   173 ,1173.0,279.0,14.682874999999996,-11.379944444444442,5.62,23.0,phi04,Cet,HD   5722,00 58 43.89,-11 22 47.8,5.62,14.68286462,-11.37993895,10.35,-33.16,-15.02,0.96,0.949, ,14.68278241,-11.37997546,96.61835748792271,91.62568813468205,24.008280982279665,19.064173776639876
4770, ,6055,CD-39   260 ,1229.0,288.0,15.32595833333333,-38.91663888888888,5.59,,ksi,Scl,HD   6055,01 01 18.23,-38 54 59.9,5.59,15.32593934,-38.91664868,5.19,66.98,49.92,0.77,1.185, ,15.32614858,-38.91652735,192.67822736030828,144.58404187251617,39.62413412145493,121.03834983030004
4829, ,6192,CP-57   220 ,1250.0,295.0,15.507541666666665,-57.00241666666666,6.12,,ome,Phe,HD   6192,01 02 01.81,-57 00 08.7,6.12,15.50755785,-57.00242929,8.86,6.46,16.53,0.55,0.935, ,15.50758668,-57.00238911,112.86681715575621,59.22996734929915,16.43431985584004,94.6606703628693
4843, ,5679,BD+81    25 ,1202.0,,15.576416666666663,81.87558333333332,6.9,,ups,Cep,HD   5679,01 02 18.34,+81 52 32.1,6.9,15.57643552,81.87558833,4.84,24.04,-5.36,0.54,0.01, ,15.57684897,81.8755753,206.61157024793388,28.126605245635137,7.840611122081389,-204.53791789031544
4852, ,6178,CD-32   410 ,1252.0,293.0,15.609916666666663,-31.55205555555555,5.5,,sig,Scl,HD   6178,01 02 26.38,-31 33 07.4,5.5,15.60990729,-31.55204219,14.39,81.0,15.25,0.73,0.083, ,15.61013832,-31.55200512,69.49270326615705,57.035013938216984,15.935103610996002,36.3636558284831
4889, ,6118,BD+31   168 ,1253.0,291.0,15.704541666666664,31.80433333333333,5.5,69.0,sig,Psc,HD   6118,01 02 49.09,+31 48 15.6,5.5,15.70452742,31.80433674,7.87,15.53,-30.38,0.68,-0.043, ,15.70457184,31.8042629,127.06480304955527,103.95528330644386,29.229403793413322,-66.96570167317638
4903, ,6116,BD+40   209 ,1254.0,290.0,15.726166666666664,41.34519444444444,5.95,39.0, ,And,HD   6116,01 02 54.28,+41 20 42.7,5.95,15.72614941,41.34519861,9.49,-16.96,-16.95,0.86,0.161, ,15.7260945,41.34515741,105.3740779768177,76.14768399614093,21.441677375293295,-69.60948931591264
4906, ,6186,BD+07   153 ,1258.0,294.0,15.736083333333331,7.890083333333332,4.27,71.0,eps,Psc,HD   6186,01 02 56.66,+07 53 24.3,4.27,15.73606615,7.89007256,17.14,-80.57,25.88,0.81,0.952, ,15.73586845,7.89013546,58.343057176196034,55.62480625858635,15.673233388422306,-8.008932794802076
4914, ,6203,BD-05   177 ,1262.0,296.0,15.76083333333333,-4.836361111111111,5.4,25.0, ,Cet,HD   6203,01 03 02.60,-04 50 10.9,5.4,15.76085267,-4.83635047,7.95,-117.05,-102.91,0.86,1.106, ,15.76056716,-4.8366006,125.78616352201257,120.62607669688185,34.04469518824805,10.605059351259882
4979, ,6288,BD+00   174 ,1281.0,301.0,15.953999999999995,1.3669444444444443,6.06,26.0, ,Cet,HD   6288,01 03 48.96,+01 22 01.0,6.06,15.95398626,1.36694516,17.66,122.42,-40.69,0.72,0.271, ,15.95428389,1.36684626,56.62514156285391,54.428599223334594,15.559869491294327,-1.3508164245207244
5074, ,6386,BD+04   172 ,1301.0,307.0,16.21925,5.656305555555555,6.03,73.0, ,Psc,HD   6386,01 04 52.62,+05 39 22.7,6.03,16.2192515,5.65630133,4.52,29.08,-16.31,0.87,1.525, ,16.21932253,5.65626169,221.23893805309737,211.39927124103977,61.49419329760673,-21.805504357756202
5081, ,6397,BD+14   163 ,1302.0,308.0,16.272291666666664,14.945999999999998,5.64,72.0, ,Psc,HD   6397,01 05 05.35,+14 56 45.6,5.64,16.27229777,14.94600386,18.28,6.94,53.33,0.79,0.42, ,16.27231523,14.94613348,54.70459518599562,50.73662281018052,14.8097961447816,-14.108783733232876
5121, ,6482,BD-10   229 ,1313.0,315.0,16.40375,-9.97925,6.09,27.0, ,Cet,HD   6482,01 05 36.90,-09 58 45.3,6.09,16.40375279,-9.97923948,10.58,-30.48,-34.24,0.72,1.012, ,16.40367757,-9.9793227,94.5179584120983,89.29885681878851,26.288433808326673,16.379159964841904
5131, ,6456,BD+20   156 ,1309.0,310.0,16.420541666666665,21.47322222222222,5.33,74.0,psi01,Psc,HD   6456,01 05 40.93,+21 28 23.6,5.33,16.42053152,21.4732162,13.67,44.3,-14.32,1.47,0.003,D,16.42064722,21.47318139,73.1528895391368,65.29864963859661,19.243879146888645,-26.778811002001152
5132, ,6457,BD+20   157 ,1310.0,311.0,16.423666666666666,21.465472222222218,5.55,74.0,psi01,Psc,HD   6457,01 05 41.68,+21 27 55.7,5.55,16.42365838,21.46547318,14.67,53.93,-12.63,1.72,-0.048,D,16.42379923,21.46544248,68.16632583503748,60.84973947112985,17.936367451693346,-24.9448172328834
5141, ,6479,BD+04   175 ,1317.0,313.0,16.45508333333333,4.908666666666666,6.35,77.0, ,Psc,HD   6479,01 05 49.22,+04 54 31.2,6.35,16.45509251,4.90866194,21.87,11.75,-119.26,1.03,0.383, ,16.45512117,4.90837207,45.72473708276177,43.69111455917072,12.904649710260575,-3.912557439908348
5144, ,6480,BD+04   176 ,1319.0,314.0,16.464333333333332,4.909416666666666,7.42,77.0, ,Psc,HD   6480,01 05 51.42,+04 54 35.0,7.26,16.46423982,4.90971755,22.69,35.56,-126.7,1.03,0.484, ,16.46432657,4.9094096,44.07227853680035,42.11009367724401,12.445069666721318,-3.771735265033833
5164, ,6530,BD-10   230 ,1325.0,317.0,16.521375,-9.83936111111111,5.58,28.0, ,Cet,HD   6530,01 06 05.13,-09 50 21.7,5.58,16.52137513,-9.83936845,5.48,30.98,5.89,0.68,0.009, ,16.52145155,-9.83935413,182.4817518248175,172.37440482165883,51.129581762162296,31.183652452198768
5165, ,6595,CD-47   324 ,1335.0,322.0,16.521291666666663,-46.71849999999999,3.32,,bet,Phe,HD   6595,01 06 05.11,-46 43 06.6,3.32,16.52127713,-46.71849042,16.46,-70.16,31.6,22.22,0.885,G,16.5210284,-46.71841361,60.75334143377885,39.93186042045138,11.844498795086052,44.22807781290188
5175, ,6476,BD+31   180 ,1320.0,,16.546666666666663,32.18155555555555,6.28,76.0, ,Psc,HD   6476,01 06 11.20,+32 10 53.6,6.28,16.54664936,32.18154253,5.6,7.38,-23.53,0.81,1.308, ,16.54667055,32.18148534,178.57142857142858,144.87769403434194,43.04311378572715,-95.1078294829683
5204, ,6557,BD+12   135 ,1336.0,319.0,16.64008333333333,12.95597222222222,6.14,75.0, ,Psc,HD   6557,01 06 33.62,+12 57 21.5,6.14,16.64007727,12.95597351,8.91,13.76,27.14,0.75,0.962, ,16.64011159,12.95603948,112.23344556677891,104.79587024292482,31.32085166549078,-25.162991371605894
5268, ,6793,CP-62    89 ,1372.0,332.0,16.827374999999996,-61.77524999999999,5.36,,iot,Tuc,HD   6793,01 07 18.57,-61 46 30.9,5.36,16.82738598,-61.77526197,11.68,73.79,-11.24,0.5,0.884,P,16.82776521,-61.77528929,85.6164383561644,38.75694392369616,11.7216195638475,75.4365789871916
5296, ,6706,BD-10   238 ,1369.0,329.0,16.942166666666665,-9.785583333333332,5.71,30.0, ,Cet,HD   6706,01 07 46.12,-09 47 08.1,5.71,16.94216802,-9.78559168,20.97,149.04,16.99,0.66,0.446, ,16.94253562,-9.78555038,47.68717215069147,44.9538162814777,13.694159287439327,8.104985556500003
5300, ,6767,CD-42   391 ,1378.0,331.0,16.949291666666664,-41.48694444444444,5.21,,ups,Phe,HD   6767,01 07 47.83,-41 29 13.0,5.21,16.94927201,-41.48693516,16.48,36.0,7.85,0.61,0.159, ,16.94938882,-41.48691608,60.679611650485434,43.48105849656008,13.251426135475219,40.19717063984096
5310, ,6695,BD+19   185 ,1370.0,328.0,16.98795833333333,20.73933333333333,5.56,79.0,psi02,Psc,HD   6695,01 07 57.11,+20 44 21.6,5.56,16.98795829,20.73932115,20.23,85.43,-85.81,0.81,0.121, ,16.98818032,20.73911258,49.431537320810676,44.211307668647116,13.50659361725946,-17.50454469516785
5315, ,6734,BD+01   212 ,1374.0,,16.99825,1.9940833333333328,6.44,29.0, ,Cet,HD   6734,01 07 59.58,+01 59 38.7,6.44,16.99825172,1.99409389,21.53,143.39,-432.84,0.83,0.847, ,16.99860045,1.99304185,46.44681839294008,44.39082983809867,13.570156097890484,-1.6161771532265687
5317, ,6658,BD+43   234 ,1364.0,324.0,17.002999999999997,43.94225,5.04,41.0, ,And,HD   6658,01 08 00.72,+43 56 32.1,5.04,17.00299391,43.94224107,16.61,160.96,-61.32,0.73,0.109, ,17.00353724,43.94209203,60.20469596628537,41.454922964980675,12.676415346916356,-41.77802379616393
5319, ,6680,BD+31   185 ,1368.0,327.0,17.005,32.01219444444444,6.23,78.0, ,Psc,HD   6680,01 08 01.20,+32 00 43.9,6.23,17.00501793,32.01219214,23.87,203.71,-25.62,0.78,0.398, ,17.00560185,32.01212987,41.89359028068705,33.96995875505573,10.388900253672412,-22.2077815259682
5336,M,6582,BD+54   223 ,1360.0,321.0,17.05383333333333,54.92422222222221,5.17,30.0,mu.,Cas,HD   6582,01 08 12.92,+54 55 27.2,5.17,17.05383776,54.92422766,132.4,3421.44,-1599.27,0.6,0.704,D,17.06830755,54.92033969,7.55287009063444,4.149481412547627,1.2728881484990393,-6.18121398871878
